"Discount";"Sales";"Age";"Prev_Purch";"Loyalty_card"
1;1654;60;6;1
0;1650;55;4;1
0;1679;57;3;1
1;1675;58;5;1
0;1556;43;2;1
0;1407;42;3;0
0;1741;68;2;0
0;1626;51;2;1
0;1615;64;5;0
1;1263;46;9;1
0;1520;53;2;0
0;1468;60;7;0
1;1445;49;5;0
0;1863;69;3;1
0;1656;55;3;1
1;1288;59;9;0
1;1597;49;4;1
0;1283;43;7;0
0;1600;48;2;1
1;1413;68;10;1
0;1454;45;2;0
0;1792;64;1;1
1;1554;41;3;1
1;1438;44;7;1
0;1561;48;4;1
1;1502;40;5;1
1;1905;70;3;1
0;1932;75;5;1
0;1741;62;4;1
1;1435;45;7;1
1;1208;40;8;0
0;1724;59;1;1
1;1515;25;2;1
0;1516;40;4;1
0;1475;56;6;0
1;1250;32;7;0
0;1618;51;3;1
0;1407;47;5;0
1;1645;70;7;0
0;1532;61;6;0
1;1011;46;10;0
1;1643;52;3;1
0;1568;55;6;1
0;1432;54;6;0
0;1400;42;4;0
1;1541;40;3;1
1;1511;66;9;1
0;1636;63;4;0
1;1463;56;8;1
0;1543;57;4;0
1;1506;58;6;0
0;1751;68;2;0
0;1684;58;4;1
0;1405;43;4;0
1;779;28;11;0
1;1560;47;5;1
0;1439;46;3;0
0;1637;52;1;1
1;1357;51;7;0
1;1392;47;6;0
0;1350;39;5;0
1;1531;40;4;1
0;1336;43;6;0
1;1608;47;2;1
1;639;42;12;0
1;1395;32;3;0
1;1429;51;6;0
0;1485;54;5;0
1;1302;51;8;0
0;1508;52;3;0
1;1521;53;7;1
1;1695;71;8;1
0;1580;49;4;1
1;1541;41;3;1
0;1544;57;4;0
1;1499;33;4;1
1;1549;65;7;0
0;1652;57;4;1
1;1421;51;6;0
0;1506;35;2;1
0;1867;71;5;1
1;1352;54;9;1
1;1526;52;3;0
1;1491;33;4;1
1;1516;53;4;0
0;1558;60;5;0
0;1649;54;3;1
1;1614;53;5;1
1;1605;53;5;1
1;1170;35;8;0
0;1674;70;6;0
0;1607;61;4;0
1;1331;39;6;0
1;1334;27;5;0
0;1659;63;2;0
0;1512;57;5;0
1;1701;58;4;1
1;1395;43;5;0
0;1584;60;4;0
0;1829;66;1;1
1;1547;43;4;1
0;1588;48;2;1
1;1370;34;7;1
0;1537;44;4;1
1;1308;45;7;0
0;1593;53;5;1
1;1370;51;7;0
0;1514;38;3;1
0;1439;47;4;0
0;1646;63;3;0
1;1492;53;5;0
1;1507;53;7;1
1;1458;48;7;1
0;1594;53;5;1
1;1627;49;2;1
1;1347;33;5;0
0;1419;42;3;0
0;1493;50;1;0
0;1724;61;4;1
0;1443;47;4;0
1;1596;49;4;1
1;1286;41;7;0
0;1776;70;2;0
0;1768;61;1;1
0;1540;55;3;0
1;1505;60;8;1
0;1421;40;1;0
1;1206;41;8;0
1;1419;46;5;0
0;1494;51;3;0
0;1438;45;3;0
0;1250;49;8;0
0;1645;62;2;0
0;1563;60;5;0
1;1721;59;4;1
0;1519;53;3;0
0;1560;42;2;1
1;1359;34;5;0
0;1683;70;6;0
1;1567;42;2;1
0;1646;54;3;1
0;1463;48;3;0
1;1464;49;7;1
1;1467;48;7;1
0;1477;49;2;0
1;1245;47;8;0
0;1296;38;6;0
0;1621;50;2;1
1;1562;45;4;1
1;1375;36;7;1
1;1373;57;8;0
1;1490;26;4;1
0;1351;58;8;0
1;1634;53;4;1
1;1327;39;6;0
0;1464;56;6;0
0;1541;55;3;0
0;1372;42;5;0
0;1575;52;5;1
0;1435;43;1;0
0;1611;63;5;0
0;1701;61;5;1
1;1406;45;5;0
1;1278;39;7;0
1;1489;44;6;1
0;1487;49;2;0
0;1481;51;4;0
0;1547;56;3;0
0;1525;54;3;0
0;1379;39;4;0
0;1647;58;5;1
0;1555;45;3;1
1;1596;55;6;1
1;1568;57;7;1
0;1265;41;7;0
0;1540;63;8;1
1;1203;36;9;1
0;1723;60;3;1
1;1660;60;6;1
1;1535;45;5;1
1;1560;42;3;1
0;1502;45;5;1
0;1384;43;5;0
1;1150;47;10;1
0;1459;28;4;1
0;1431;49;5;0
1;1434;53;8;1
0;1417;48;5;0
1;1288;31;8;1
1;1373;34;7;1
1;1369;33;4;0
0;1680;58;4;1
1;1704;58;4;1
0;1349;39;5;0
0;1546;56;4;0
1;1548;51;6;1
0;1531;54;3;0
0;1682;66;4;0
0;1560;46;3;1
1;1668;54;2;1
0;1685;58;4;1
1;1811;76;6;0
0;1451;49;4;0
1;1489;36;5;1
1;1391;28;3;0
1;1581;47;4;1
1;1484;38;5;1
1;1332;42;8;1
1;1234;55;9;0
0;1515;38;3;1
1;1202;36;9;1
0;1460;53;5;0
0;1603;60;3;0
0;1517;53;3;0
1;1708;57;3;1
0;1543;41;2;1
1;1401;42;5;0
0;1484;50;3;0
0;1490;54;5;0
1;1749;69;7;1
0;1620;51;3;1
1;1529;52;3;0
0;1623;61;2;0
0;1445;46;3;0
1;1441;36;6;1
1;1451;40;6;1
0;1311;38;6;0
0;1621;50;1;1
0;1875;77;4;0
1;1486;26;4;1
0;1827;70;5;1
1;1476;34;5;1
0;1374;48;6;0
0;1722;61;4;1
1;1545;46;5;1
0;1531;44;4;1
0;1586;50;4;1
0;1535;54;3;0
0;1357;47;6;0
1;1301;50;9;1
0;1516;57;5;0
1;1381;46;6;0
0;1558;60;5;0
0;1593;50;4;1
1;1474;56;8;1
1;1333;49;7;0
1;1496;25;3;1
0;1523;39;3;1
0;1400;39;3;0
1;1745;63;5;1
1;1453;47;7;1
1;1570;58;7;1
1;1680;66;5;0
1;1582;59;7;1
0;1580;47;2;1
0;1396;42;4;0
0;1391;38;3;0
1;1395;43;5;0
1;1413;50;6;0
0;1426;43;3;0
1;1532;55;7;1
0;1569;45;0;1
0;1516;38;3;1
0;1440;23;5;1
1;1480;36;5;1
0;1390;35;2;0
1;1638;59;6;1
1;1354;30;7;1
1;1263;57;9;0
0;1563;50;5;1
0;1612;50;3;1
0;1461;50;4;0
0;1425;57;7;0
0;1893;75;6;1
0;1808;72;3;0
0;1739;64;5;1
0;1475;49;3;0
1;1482;52;5;0
0;1564;59;7;1
0;1721;65;6;1
1;1373;46;8;1
1;1380;52;7;0
0;1668;58;4;1
1;1419;41;4;0
0;1471;44;6;1
0;1357;40;5;0
0;1430;43;3;0
1;1599;50;4;1
1;1318;36;6;0
0;1746;61;2;1
1;1244;19;7;0
0;1587;51;4;1
0;1752;62;3;1
0;1635;65;5;0
1;1622;62;7;1
1;1293;26;6;0
1;1452;46;4;0
1;1575;48;4;1
1;1318;37;6;0
0;1728;60;1;1
1;1247;34;7;0
0;1502;51;2;0
1;1759;64;5;1
1;1478;44;6;1
0;1532;55;4;0
0;1852;77;5;0
0;1627;52;2;1
0;1549;62;6;0
0;1785;64;3;1
0;1609;60;3;0
1;1482;57;8;1
0;1436;45;3;0
0;1523;52;2;0
0;1428;45;4;0
1;1545;46;5;1
0;1511;54;4;0
0;1567;45;3;1
1;1527;44;5;1
1;1792;66;5;1
1;1639;70;7;0
0;1531;54;3;0
0;1449;48;4;0
1;1349;49;7;0
1;1687;57;4;1
1;1453;37;6;1
0;1392;40;4;0
1;1491;58;8;1
0;1428;48;5;0
1;1330;53;9;1
0;1680;56;2;1
1;1596;51;5;1
0;1473;50;4;0
0;1463;48;3;0
0;1730;66;6;1
1;1203;52;9;0
1;1335;47;7;0
0;1698;66;2;0
1;1764;64;5;1
0;1402;40;3;0
1;1605;56;6;1
1;1546;57;7;1
0;1462;46;2;0
0;1615;50;2;1
0;1568;57;3;0
0;1719;60;3;1
1;1635;55;5;1
0;1679;56;2;1
0;1421;49;5;0
0;1422;48;5;0
1;1540;45;5;1
0;1504;34;2;1
1;1658;57;5;1
0;1536;54;1;0
0;1577;59;4;0
1;879;48;11;0
0;1351;45;6;0
1;1359;46;8;1
0;1363;40;5;0
1;1458;29;5;1
0;1509;48;6;1
0;1464;52;5;0
0;1484;51;4;0
0;1545;56;4;0
1;1672;61;6;1
1;1591;55;6;1
0;1600;49;3;1
0;1619;50;2;1
1;1404;54;7;0
1;1310;38;8;1
0;1551;57;4;0
1;1455;55;8;1
1;1418;43;7;1
1;1426;51;6;0
0;1411;44;4;0
0;1351;45;6;0
0;1467;49;3;0
0;1433;50;5;0
1;1573;64;8;1
1;1349;34;5;0
1;1330;42;8;1
1;1710;59;4;1
0;1535;52;6;1
0;1614;55;5;1
1;1414;52;8;1
0;1543;54;1;0
0;1396;50;6;0
0;1478;30;3;1
1;1485;43;6;1
1;1512;53;7;1
0;1809;65;2;1
1;1507;53;7;1
1;1308;35;6;0
0;1363;40;5;0
1;1061;31;9;0
1;1223;44;8;0
0;1540;41;2;1
0;1566;56;0;0
0;1765;62;1;1
0;1505;59;6;0
1;1366;33;7;1
0;1635;53;3;1
0;1776;63;2;1
0;1754;61;0;1
1;1481;44;6;1
1;1625;69;7;0
1;1333;55;8;0
0;1560;47;4;1
0;1697;66;3;0
0;1655;66;5;0
1;1170;33;8;0
0;1565;63;6;0
1;1274;39;7;0
1;1465;32;5;1
1;1102;42;10;1
1;1301;50;9;1
0;1629;51;2;1
1;1388;37;4;0
0;1590;60;4;0
0;1381;53;7;0
0;1437;50;5;0
0;1533;53;1;0
1;1602;47;3;1
0;1519;42;4;1
0;1423;45;4;0
0;1463;44;6;1
0;1509;51;3;0
0;1399;42;4;0
1;1538;55;7;1
0;1927;80;5;0
0;1703;58;3;1
1;1554;44;4;1
1;1142;58;10;0
0;1512;53;3;0
1;1519;49;6;1
1;1630;52;4;1
1;1623;54;5;1
0;1319;28;5;0
1;1667;57;5;1
1;1344;32;5;0
0;1482;49;3;0
0;1451;48;4;0
0;1438;48;4;0
0;1423;46;7;1
0;1659;63;2;0
1;1393;47;6;0
1;1010;60;11;0
0;1466;50;4;0
1;1524;48;6;1
1;1286;42;7;0
1;1579;47;4;1
0;1498;51;3;0
0;1623;51;2;1
0;1117;46;9;0
1;1640;53;4;1
0;1483;51;4;0
0;1596;49;2;1
0;1455;45;1;0
1;805;39;11;0
0;1583;56;6;1
1;1644;52;3;1
1;1196;40;8;0
1;1393;58;9;1
1;1167;26;9;1
1;1341;43;8;1
0;1543;57;4;0
1;1863;68;4;1
1;1753;66;6;1
1;1425;34;6;1
1;1727;59;3;1
0;1520;42;4;1
1;1410;49;6;0
0;1418;42;3;0
0;1568;45;2;1
0;1400;39;3;0
1;1687;60;5;1
0;1536;56;4;0
0;1582;49;4;1
0;1573;61;5;0
0;1571;55;6;1
0;1560;58;4;0
1;1464;46;4;0
1;1362;44;6;0
1;1382;37;7;1
1;1115;42;9;0
1;1577;60;5;0
0;1492;51;3;0
1;1544;41;4;1
0;1870;76;4;0
0;1692;61;5;1
1;1262;11;7;0
0;1598;59;2;0
1;1411;37;3;0
0;1334;42;6;0
1;1427;44;7;1
1;1046;53;11;1
0;1438;47;4;0
0;1352;40;5;0
0;1499;50;1;0
0;1628;51;2;1
1;1618;53;5;1
1;1532;50;6;1
1;1513;42;5;1
1;1486;30;4;1
0;1523;41;3;1
1;1557;52;6;1
0;1672;55;2;1
0;2035;82;6;1
1;1602;52;5;1
0;1683;56;2;1
1;1349;45;8;1
1;1282;69;11;1
0;1395;38;3;0
0;1500;50;2;0
0;1381;37;4;0
0;1661;54;2;1
0;1268;42;7;0
1;1507;31;3;1
1;1411;42;7;1
1;1401;39;4;0
0;1409;42;3;0
1;1580;54;6;1
0;1435;46;4;0
1;1539;45;5;1
0;1422;48;5;0
1;1693;58;4;1
0;1508;63;7;0
0;1456;43;6;1
0;1467;53;5;0
1;1408;44;5;0
1;1485;51;7;1
1;1444;48;5;0
1;1414;45;5;0
0;1213;31;7;0
0;1564;59;4;0
1;1351;42;6;0
1;916;38;11;1
0;1715;62;5;1
1;1382;48;8;1
0;1683;57;3;1
1;1366;37;5;0
0;1490;47;6;1
0;1585;50;4;1
0;1639;65;5;0
1;1263;49;8;0
1;1299;43;7;0
0;1424;43;2;0
0;1693;66;3;0
0;1411;47;5;0
0;1367;37;4;0
1;1199;39;8;0
0;1599;59;2;0
0;1449;49;4;0
1;1555;57;7;1
1;1125;44;9;0
0;1424;43;3;0
0;1417;40;1;0
1;1627;50;2;1
1;1301;34;6;0
0;1727;61;4;1
0;1436;44;3;0
0;1510;52;3;0
1;1436;61;9;1
1;1681;56;4;1
1;1422;40;3;0
1;1215;42;8;0
0;1684;65;2;0
0;1503;52;3;0
0;1481;48;2;0
1;1476;51;5;0
0;1513;52;2;0
0;1573;45;1;1
1;1484;37;5;1
1;1520;37;3;1
0;1403;41;4;0
1;1481;38;5;1
0;1546;43;1;1
1;1133;45;9;0
1;1465;55;8;1
1;1533;61;8;1
0;1561;60;5;0
1;1572;66;7;0
0;1465;52;5;0
1;1386;57;9;1
0;1667;57;4;1
1;1969;78;6;1
0;1446;48;4;0
1;1684;62;6;1
1;1469;56;8;1
1;1546;39;3;1
0;1768;66;5;1
1;816;39;11;0
1;1457;39;6;1
0;1529;44;4;1
0;1388;44;5;0
1;1600;52;5;1
1;1418;68;9;0
1;1180;51;9;0
1;1343;63;9;0
0;1414;41;3;0
0;1652;55;4;1
0;1870;76;4;0
1;1581;54;6;1
0;1765;66;5;1
0;1652;53;2;1
0;1511;56;5;0
1;1153;48;9;0
1;1573;64;8;1
0;1435;47;4;0
1;1272;49;8;0
0;1750;61;0;1
0;1527;53;2;0
1;1451;39;6;1
0;1543;41;2;1
1;1506;66;9;1
0;1781;65;4;1
0;1578;52;5;1
0;1550;57;4;0
1;1429;53;8;1
1;1477;43;6;1
0;1572;52;5;1
0;1642;60;6;1
1;1543;42;4;1
1;1489;20;4;1
1;1436;44;7;1
0;1494;50;2;0
0;1497;51;3;0
1;1850;72;6;1
0;1692;57;2;1
0;1370;31;3;0
1;1491;49;3;0
0;1689;56;1;1
1;1345;56;8;0
1;1383;31;3;0
1;1474;35;5;1
1;1454;46;4;0
0;1353;51;7;0
0;1469;46;1;0
0;1254;58;9;0
0;1622;50;0;1
1;1569;49;5;1
0;1278;43;7;0
0;1498;35;3;1
0;1812;75;5;0
1;1294;35;8;1
0;1758;65;5;1
0;1449;46;3;0
0;1667;59;5;1
0;1468;37;5;1
0;1672;56;3;1
0;1687;56;2;1
0;1531;51;6;1
1;1367;72;10;0
1;1539;45;5;1
1;1542;40;3;1
0;1365;40;5;0
0;1725;67;1;0
0;1646;61;6;1
0;1571;46;3;1
1;1412;36;2;0
1;1452;45;3;0
0;1477;61;7;0
1;1658;53;3;1
1;1369;37;5;0
0;1480;51;4;0
0;1666;62;6;1
0;1621;56;5;1
0;1728;63;5;1
1;1509;55;5;0
0;1512;59;6;0
0;1557;63;6;0
0;1694;61;5;1
1;1404;37;3;0
1;1511;28;3;1
1;1538;50;6;1
0;1553;56;3;0
1;1786;68;6;1
1;1083;53;10;0
0;1609;49;2;1
0;1635;54;4;1
0;1250;39;7;0
0;1637;51;1;1
0;1479;48;2;0
0;1618;62;7;1
1;1589;44;2;1
0;1513;39;3;1
1;1370;31;7;1
0;1421;43;3;0
0;1573;59;4;0
0;1455;49;4;0
0;1474;54;5;0
1;1619;51;4;1
1;1592;48;4;1
1;1581;45;3;1
0;1425;49;5;0
0;1665;55;3;1
0;1663;54;1;1
0;1649;58;5;1
1;1476;24;4;1
1;1601;49;4;1
1;1559;42;3;1
1;1659;60;6;1
1;969;57;11;0
0;1420;52;6;0
1;1441;69;9;0
0;1901;71;3;1
1;1490;38;5;1
0;1639;57;5;1
0;1415;47;5;0
0;1494;52;4;0
0;1223;47;8;0
1;1347;41;6;0
1;1290;42;7;0
0;1497;50;2;0
0;1447;45;2;0
1;1664;64;7;1
0;1764;65;5;1
0;1523;53;3;0
1;1237;44;9;1
1;1244;27;7;0
1;1355;31;7;1
0;1521;57;5;0
0;1500;48;6;1
0;1607;49;2;1
1;1578;54;6;1
0;1662;55;2;1
1;1263;49;8;0
1;1352;49;7;0
0;1806;64;2;1
1;1353;26;7;1
1;1460;40;6;1
1;1434;36;6;1
1;1360;55;9;1
1;1819;70;6;1
1;1593;50;5;1
0;1699;61;5;1
1;1333;41;8;1
0;1566;56;1;0
1;1380;40;5;0
1;1197;52;9;0
0;1559;56;2;0
1;1579;50;5;1
1;1583;45;3;1
0;1797;64;2;1
1;1693;57;4;1
0;1368;34;3;0
1;1289;33;8;1
1;1450;38;6;1
1;1645;52;3;1
1;1517;39;4;1
1;1404;43;5;0
0;1367;38;4;0
0;1351;45;6;0
1;1540;41;4;1
0;1774;71;4;0
0;1740;68;2;0
0;1532;46;5;1
0;1541;41;3;1
0;1450;48;4;0
0;1585;48;3;1
0;1569;51;5;1
1;1405;49;6;0
1;1534;54;7;1
0;1317;22;5;0
0;1484;31;3;1
1;1465;45;3;0
1;1419;68;10;1
1;1618;51;4;1
1;1164;48;9;0
1;1652;60;6;1
0;1276;27;6;0
0;1577;61;5;0
1;1338;42;8;1
0;1657;72;7;0
0;1507;35;2;1
0;1353;34;4;0
1;1170;32;8;0
1;1685;67;5;0
1;1357;50;7;0
1;1560;45;4;1
0;1846;72;6;1
1;1440;35;6;1
1;1494;52;7;1
0;1574;59;4;0
0;1542;55;2;0
0;1384;33;2;0
0;1511;52;3;0
1;1731;61;4;1
1;1514;47;6;1
0;1430;44;3;0
1;1538;45;5;1
1;1699;58;4;1
0;1401;46;5;0
0;1491;52;4;0
1;1486;29;4;1
1;1292;36;8;1
0;1152;60;10;0
1;1418;60;9;1
1;1330;46;7;0
1;1430;34;6;1
0;1632;56;5;1
1;1249;30;7;0
0;1611;61;4;0
1;1486;50;7;1
1;1480;43;6;1
1;1456;50;5;0
0;2119;82;4;1
0;1435;46;4;0
0;1698;58;3;1
0;1497;51;2;0
1;1490;46;6;1
1;1529;41;4;1
1;2052;77;2;1
0;1704;69;5;0
0;1632;52;2;1
0;1583;48;3;1
0;1587;60;4;0
1;1546;41;3;1
0;1561;45;3;1
1;1351;41;6;0
0;1795;65;3;1
0;1619;63;7;1
0;1587;60;4;0
1;1425;60;9;1
1;1574;49;5;1
0;1490;53;7;1
0;1585;60;4;0
0;1583;46;2;1
0;1651;56;4;1
0;1556;62;6;0
1;1412;49;6;0
1;1410;49;6;0
0;1509;56;5;0
0;1466;48;3;0
0;1768;66;5;1
1;1424;42;7;1
0;1350;51;7;0
1;1475;64;9;1
0;1571;58;3;0
1;1436;51;6;0
1;1566;46;4;1
0;1656;65;4;0
0;1559;43;2;1
0;1565;45;0;1
0;1500;53;4;0
0;1481;40;5;1
0;1530;43;4;1
0;1540;58;5;0
0;1396;38;2;0
0;1633;61;1;0
1;1513;43;5;1
1;1428;31;6;1
1;1426;43;7;1
1;1343;49;7;0
1;1719;64;6;1
1;1481;43;6;1
1;1371;37;5;0
0;1616;51;3;1
0;1418;47;5;0
1;1301;52;8;0
0;1454;55;6;0
0;1712;68;4;0
1;1362;38;5;0
0;1503;51;2;0
1;1621;51;4;1
1;1450;49;5;0
0;1401;46;5;0
0;1444;44;2;0
1;870;47;11;0
0;1650;55;4;1
0;1494;33;3;1
1;1525;41;4;1
1;1420;32;6;1
1;1303;30;6;0
0;1566;57;3;0
1;1485;37;5;1
0;1708;71;6;0
0;1402;46;5;0
1;1653;53;3;1
1;1537;45;5;1
1;1338;53;9;1
0;1478;34;4;1
0;1544;55;3;0
1;1346;42;6;0
0;1518;46;5;1
1;1465;42;6;1
0;1743;61;3;1
1;1215;43;8;0
0;1531;44;4;1
0;1652;58;5;1
0;1614;62;4;0
1;1435;47;5;0
0;1524;68;9;1
0;1603;51;4;1
0;1479;50;3;0
1;1628;66;6;0
1;1483;44;6;1
1;1561;44;4;1
0;1490;50;3;0
0;1902;73;5;1
0;1539;48;5;1
0;1725;61;4;1
1;1308;61;9;0
0;1501;52;2;0
1;1504;32;4;1
0;1650;58;5;1
0;1638;53;3;1
1;1362;28;7;1
1;1356;42;6;0
0;1714;61;4;1
1;1494;58;8;1
1;1218;40;9;1
1;1506;59;8;1
1;1660;57;5;1
1;1465;50;5;0
1;1382;48;8;1
1;1400;40;7;1
1;1563;48;5;1
0;1530;54;3;0
1;1438;37;6;1
1;1283;41;7;0
0;1497;56;5;0
1;1466;40;6;1
0;1528;47;5;1
1;1511;43;5;1
0;1382;42;5;0
1;1457;70;9;0
1;1553;41;3;1
0;1560;47;4;1
0;1473;57;6;0
1;1552;47;5;1
0;1519;55;4;0
0;1605;57;6;1
0;1503;51;2;0
0;1483;49;2;0
1;1641;59;6;1
0;1449;48;4;0
1;1246;45;8;0
1;1816;66;4;1
1;1338;43;8;1
1;1515;54;7;1
1;1480;36;5;1
0;1491;54;5;0
0;1612;61;3;0
0;1481;52;4;0
1;1348;45;8;1
0;1650;65;7;1
0;1405;41;3;0
1;1559;52;6;1
0;1503;49;6;1
0;1620;53;4;1
1;1548;61;6;0
0;1469;49;4;0
1;1340;43;8;1
1;1560;53;6;1
0;1346;44;6;0
1;1354;43;6;0
1;1609;48;3;1
1;1374;65;9;0
0;1422;48;5;0
1;1455;27;5;1
1;1643;59;6;1
0;1587;46;1;1
0;1521;53;3;0
0;1517;39;3;1
1;1616;62;7;1
0;1459;56;6;0
1;1504;41;5;1
0;1483;54;5;0
1;1399;41;7;1
0;1544;55;2;0
1;1429;33;6;1
1;1295;42;7;0
0;1407;38;1;0
0;1464;48;3;0
1;1141;58;10;0
0;1403;46;5;0
1;1427;34;6;1
1;1279;39;7;0
0;1587;50;4;1
0;1565;61;5;0
1;1535;56;7;1
0;1673;55;2;1
1;1554;44;4;1
0;1418;41;3;0
1;1347;43;6;0
1;1665;57;5;1
0;1652;54;3;1
1;1563;58;7;1
0;1461;44;6;1
0;1629;56;5;1
1;728;38;12;1
0;1424;44;4;0
0;1518;55;4;0
0;1737;61;3;1
1;1431;36;6;1
1;1497;34;4;1
0;1549;53;6;1
1;1393;41;5;0
0;1530;56;7;1
0;1588;58;2;0
0;1754;61;1;1
1;1340;48;7;0
1;1437;54;8;1
0;1657;54;3;1
1;1516;38;4;1
1;1571;48;5;1
0;2076;79;3;1
1;1921;75;6;1
1;1440;37;6;1
0;1390;35;3;0
1;1161;28;8;0
0;1506;59;6;0
1;1186;37;8;0
0;1530;58;5;0
1;1472;60;7;0
1;1247;33;7;0
1;1489;45;6;1
0;1411;38;2;0
0;1619;54;4;1
0;1360;27;3;0
0;1600;57;6;1
0;1573;65;8;1
0;1397;50;6;0
0;1609;49;2;1
1;1551;56;7;1
1;1653;53;3;1
0;1511;54;4;0
0;1522;38;2;1
1;1649;67;6;0
0;1758;62;3;1
0;1639;55;4;1
0;1426;46;4;0
0;1344;50;7;0
0;1483;41;5;1
1;1259;36;7;0
1;1529;61;8;1
1;1562;43;3;1
0;1526;52;0;0
0;1551;56;3;0
1;1690;57;4;1
1;1512;37;4;1
0;1390;36;2;0
1;1476;49;4;0
0;1669;54;1;1
0;1399;39;2;0
1;1448;49;5;0
0;1428;50;5;0
1;1730;62;5;1
1;1292;50;9;1
1;1692;57;4;1
1;1451;63;9;1
1;1409;48;6;0
1;1553;61;6;0
1;1298;49;9;1
0;1501;53;4;0
0;1310;39;6;0
1;1568;49;5;1
1;1339;48;7;0
0;1657;76;8;0
0;1541;65;7;0
1;1732;58;2;1
0;1687;68;5;0
0;1521;42;4;1
0;1648;58;5;1
1;1595;52;5;1
1;1551;61;6;0
0;1585;60;4;0
1;1606;61;7;1
0;1361;28;2;0
0;1410;32;6;1
1;1417;22;6;1
0;1670;69;6;0
1;1451;38;6;1
1;1525;63;7;0
1;1516;34;3;1
1;1138;60;11;1
0;1509;38;3;1
1;1597;55;6;1
0;1656;55;3;1
0;1584;58;1;0
1;1541;50;6;1
0;1394;45;5;0
0;1468;31;4;1
1;1285;51;8;0
0;1608;49;1;1
0;1778;66;5;1
0;1640;65;5;0
0;1529;54;3;0
0;1606;60;3;0
0;1528;61;6;0
0;1642;53;3;1
0;1522;57;5;0
0;1371;36;4;0
0;1408;43;4;0
1;1609;50;4;1
0;1587;48;3;1
1;1356;43;6;0
0;1841;67;1;1
1;1447;43;3;0
0;1499;38;4;1
1;1576;57;3;0
0;1663;64;3;0
1;1207;41;8;0
1;1415;45;5;0
1;1440;52;6;0
1;1663;53;3;1
0;1477;48;2;0
1;1647;53;4;1
1;1411;40;4;0
1;1895;77;7;1
0;1616;51;3;1
1;1307;52;9;1
1;1466;56;8;1
1;1360;57;8;0
0;1525;43;4;1
1;944;42;11;1
1;1615;49;3;1
0;1870;78;5;0
0;1756;72;5;0
1;1742;60;3;1
1;1338;39;6;0
0;1434;46;4;0
1;1578;50;5;1
1;1049;50;10;0
1;1506;54;5;0
0;1553;63;6;0
1;1786;68;6;1
0;1583;49;4;1
0;1447;44;1;0
0;1655;56;4;1
1;1323;37;6;0
0;1702;60;4;1
0;1518;57;5;0
1;1227;55;10;1
0;1660;54;2;1
0;1642;54;3;1
1;1515;53;7;1
0;1428;58;7;0
0;1825;67;3;1
1;1532;37;3;1
0;1586;60;7;1
0;1422;40;1;0
0;1564;48;4;1
1;1008;45;10;0
1;1220;53;9;0
0;1360;40;5;0
1;1181;50;9;0
0;1550;41;1;1
0;1789;65;3;1
0;1552;43;2;1
0;1390;38;3;0
1;1378;36;7;1
0;1525;57;5;0
1;1320;37;6;0
1;1325;38;6;0
0;1474;51;4;0
0;1505;54;4;0
0;1545;55;2;0
0;1543;57;4;0
1;1704;63;6;1
0;1540;45;4;1
0;1758;62;3;1
0;1307;46;7;0
0;1572;47;3;1
0;1472;48;2;0
1;896;50;11;0
1;1585;54;6;1
0;1386;44;5;0
1;1505;40;5;1
0;1595;51;4;1
1;1597;72;8;0
0;1498;53;4;0
1;1625;62;7;1
1;903;34;11;1
1;1386;36;4;0
1;876;48;11;0
0;1426;46;4;0
0;1496;33;3;1
0;1509;51;2;0
1;1904;75;6;1
1;1456;64;8;0
1;1609;53;5;1
0;1529;38;2;1
0;1546;57;4;0
1;1637;55;5;1
0;1424;53;6;0
1;1295;42;7;0
1;1635;52;4;1
1;1364;51;7;0
1;1355;34;5;0
1;1042;49;10;0
1;1433;62;8;0
1;1685;57;4;1
0;1540;43;3;1
0;1755;61;1;1
0;1376;37;4;0
0;1460;52;5;0
0;1597;51;4;1
1;1400;33;2;0
0;1401;46;5;0
1;1635;55;5;1
1;1450;38;6;1
0;1485;29;3;1
0;1506;55;5;0
0;1555;56;2;0
1;1168;59;10;0
1;1279;40;7;0
0;2187;84;2;1
0;1450;65;8;0
0;1531;43;4;1
0;1552;45;3;1
1;1551;44;4;1
1;1360;38;5;0
1;1484;39;5;1
1;903;34;11;1
1;1359;43;6;0
1;1481;52;5;0
0;1840;73;6;1
1;1539;56;7;1
1;1082;38;9;0
0;1532;55;4;0
0;1585;49;3;1
1;1553;62;8;1
0;1485;50;3;0
1;1523;39;4;1
0;1916;80;5;0
0;1639;53;3;1
1;1338;42;6;0
0;1605;60;2;0
1;1420;43;7;1
0;1625;52;3;1
0;1562;45;3;1
0;1527;54;3;0
0;1523;39;2;1
1;1612;50;4;1
0;1538;55;3;0
0;1416;57;7;0
0;1586;47;2;1
0;1409;47;5;0
0;1289;45;7;0
1;1315;36;6;0
1;1533;45;5;1
1;1407;59;9;1
0;1347;37;5;0
1;1566;45;4;1
0;1511;59;6;0
0;1594;47;1;1
1;1362;44;6;0
0;1593;61;4;0
1;1500;46;6;1
1;1362;30;7;1
0;1659;65;4;0
1;1699;63;6;1
1;1103;41;9;0
0;1373;29;2;0
1;1572;50;5;1
0;1382;31;2;0
1;1368;31;4;0
0;1490;50;2;0
0;1436;43;3;0
1;1401;59;9;1
1;1256;35;7;0
1;1576;50;5;1
1;1570;49;5;1
1;1232;45;8;0
0;1612;50;1;1
0;1571;50;5;1
0;1712;59;3;1
1;1347;42;6;0
0;1695;67;4;0
1;1424;31;6;1
